Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Postcode,Regionname,Propertycount,Distance,CouncilArea
Brunswick,279 Victoria St,3,u,1200000,S,Jellis,6/10/2018,3056,Northern Metropolitan,11918,5.2,Moreland City Council
Brunswick East,315/360 Lygon St,1,u,,PI,Ray,6/10/2018,3057,Northern Metropolitan,5533,4,Moreland City Council
Brunswick East,124 Victoria St,3,h,1325000,VB,Jellis,6/10/2018,3057,Northern Metropolitan,5533,4,Moreland City Council
Brunswick West,57 Burnell St,4,h,1000000,PI,Brad,6/10/2018,3055,Northern Metropolitan,7082,5.2,Moreland City Council
Brunswick West,11/1 McColl Ct,2,t,613000,S,McGrath,6/10/2018,3055,Northern Metropolitan,7082,5.2,Moreland City Council
Brunswick West,21/33 McLean St,2,u,620000,PI,Hodges,6/10/2018,3055,Northern Metropolitan,7082,5.2,Moreland City Council
Brunswick West,4/32 Pearson St,1,u,280000,PI,Brad,6/10/2018,3055,Northern Metropolitan,7082,5.2,Moreland City Council
Bulleen,28 Dumossa Av,3,h,1220000,VB,Barry,6/10/2018,3105,Eastern Metropolitan,4480,10.8,Manningham City Council
Bulleen,14 Robert St,3,t,930000,SA,Barry,6/10/2018,3105,Eastern Metropolitan,4480,10.8,Manningham City Council
Bundoora,3 Bowen Ct,3,h,772000,SP,Ray,6/10/2018,3083,Northern Metropolitan,10175,12.1,Banyule City Council
Bundoora,7 Bowral Ct,3,h,,PI,Ray,6/10/2018,3083,Northern Metropolitan,10175,12.1,Banyule City Council
Bundoora,19 Greenwich Cr,3,t,,PI,Ray,6/10/2018,3083,Northern Metropolitan,10175,12.1,Banyule City Council
Bundoora,562 Grimshaw St,3,h,911000,S,Ray,6/10/2018,3083,Northern Metropolitan,10175,12.1,Banyule City Council
Bundoora,27 Waxflower Cr,2,t,445000,SP,Ray,6/10/2018,3083,Northern Metropolitan,10175,12.1,Banyule City Council
Burnley,46 Gibdon St,2,h,970000,S,Jellis,6/10/2018,3121,Northern Metropolitan,438,2.4,Yarra City Council
Burwood,1 Brockhoff Dr,5,h,1180000,S,Fletchers,6/10/2018,3125,Southern Metropolitan,5678,10.4,Monash City Council
Camberwell,14 Christowel St,5,h,3125000,S,Noel,6/10/2018,3124,Southern Metropolitan,8920,7.7,Boroondara City Council
Camberwell,48 Outlook Dr,4,t,,PI,Ray,6/10/2018,3124,Southern Metropolitan,8920,7.7,Boroondara City Council
Canterbury,53 Canterbury Rd,4,h,1600000,VB,hockingstuart,6/10/2018,3126,Southern Metropolitan,3265,8.4,Boroondara City Council
Canterbury,21 Myrtle Rd,4,h,2550000,VB,Marshall,6/10/2018,3126,Southern Metropolitan,3265,8.4,Boroondara City Council
Carlton,186 Canning St,2,h,1075000,S,Jellis,6/10/2018,3053,Northern Metropolitan,6786,1.6,Melbourne City Council
Carlton,256 Drummond St,3,h,,S,Jellis,6/10/2018,3053,Northern Metropolitan,6786,1.6,Melbourne City Council
Carlton,9/3 Lytton St,2,u,610000,SP,hockingstuart,6/10/2018,3053,Northern Metropolitan,6786,1.6,Melbourne City Council
Carlton,19/100 Queensberry St,2,u,,SP,hockingstuart,6/10/2018,3053,Northern Metropolitan,6786,1.6,Melbourne City Council
Carnegie,6 Frogmore Rd,3,h,,SN,Gary,6/10/2018,3163,Southern Metropolitan,7822,10.1,Glen Eira City Council
Carnegie,50 Mimosa Rd,4,h,1300000,VB,Gary,6/10/2018,3163,Southern Metropolitan,7822,10.1,Glen Eira City Council
Carnegie,218 Neerim Rd,4,h,1375000,PI,Woodards,6/10/2018,3163,Southern Metropolitan,7822,10.1,Glen Eira City Council
Carnegie,11/373 Neerim Rd,2,u,370000,VB,Thomson,6/10/2018,3163,Southern Metropolitan,7822,10.1,Glen Eira City Council
Carnegie,4/38 Shepparson Av,2,u,572500,S,Jellis,6/10/2018,3163,Southern Metropolitan,7822,10.1,Glen Eira City Council
Carnegie,2/38 Woornack Rd,1,u,,PI,Jellis,6/10/2018,3163,Southern Metropolitan,7822,10.1,Glen Eira City Council
Caroline Springs,4 Shoalhaven Dr,4,h,940000,S,Barry,6/10/2018,3023,Western Metropolitan,7719,14.8,Melton City Council
Caroline Springs,33 Wendouree Pde,5,h,800000,PI,FN,6/10/2018,3023,Western Metropolitan,7719,14.8,Melton City Council
Carrum,673 Nepean Hwy,4,h,2600000,PI,hockingstuart,6/10/2018,3197,South-Eastern Metropolitan,1989,31.2,Kingston City Council
Carrum Downs,10/19 Robin Dr,2,u,595000,S,Barry,6/10/2018,3201,South-Eastern Metropolitan,8060,34.9,Frankston City Council
Caulfield,1/138 Bambra Rd,4,t,1175000,VB,Gary,6/10/2018,3162,Southern Metropolitan,2379,8.7,Glen Eira City Council
Caulfield North,6/488 Dandenong Rd,2,u,,SP,Buxton,6/10/2018,3161,Southern Metropolitan,6923,7.8,Glen Eira City Council
Caulfield North,62A Kambrook Rd,3,t,1200000,PI,Gary,6/10/2018,3161,Southern Metropolitan,6923,7.8,Glen Eira City Council
Caulfield South,22 Larch St,3,h,,SS,hockingstuart,6/10/2018,3162,Southern Metropolitan,5051,8.7,Glen Eira City Council
Chadstone,1/8 Moona Ct,4,t,,S,Nelson,6/10/2018,3148,Southern Metropolitan,3582,11.7,Monash City Council
Chelsea,7/13 Golden Av,2,u,610250,SP,Buxton,6/10/2018,3196,South-Eastern Metropolitan,3906,27,Kingston City Council
Chelsea Heights,71 Jabiru Dr,3,h,715000,S,Ray,6/10/2018,3196,South-Eastern Metropolitan,2076,27,Kingston City Council
Cheltenham,5/84 Cavanagh St,2,u,540000,SP,O'Brien,6/10/2018,3192,Southern Metropolitan,9758,17.9,Bayside City Council
Cheltenham,3 Fiona Ct,4,h,1100000,VB,Buxton,6/10/2018,3192,Southern Metropolitan,9758,17.9,Bayside City Council
Cheltenham,14 Weatherall Rd,4,h,1875000,PI,Barry,6/10/2018,3192,Southern Metropolitan,9758,17.9,Bayside City Council
Cheltenham,26 Weymar St,4,h,1035000,S,Hodges,6/10/2018,3192,Southern Metropolitan,9758,17.9,Bayside City Council
Cheltenham,5/36 Wilson St,2,u,588000,S,O'Brien,6/10/2018,3192,Southern Metropolitan,9758,17.9,Bayside City Council
Cheltenham,60 Wingrove St,2,h,870000,S,Ray,6/10/2018,3192,Southern Metropolitan,9758,17.9,Bayside City Council
Clayton,2/6 Jaguar Dr,4,t,,PN,HAR,6/10/2018,3168,South-Eastern Metropolitan,5837,16.7,Monash City Council
Clayton,1/2 Stockdale Av,2,u,791600,S,FN,6/10/2018,3168,South-Eastern Metropolitan,5837,16.7,Monash City Council
Clayton South,9 Ester Cr,3,h,,PI,Buxton,6/10/2018,3169,South-Eastern Metropolitan,4734,17.5,Kingston City Council
Clayton South,4 Frank Av,3,h,900000,SP,Buxton,6/10/2018,3169,South-Eastern Metropolitan,4734,17.5,Kingston City Council
Clayton South,19 Manoon Rd,4,h,1710000,S,Ray,6/10/2018,3169,South-Eastern Metropolitan,4734,17.5,Kingston City Council
Clayton South,56 Murchison Cr,3,h,750000,VB,Ray,6/10/2018,3169,South-Eastern Metropolitan,4734,17.5,Kingston City Council
Clifton Hill,2 Clifton St,3,h,,S,Jellis,6/10/2018,3068,Northern Metropolitan,2954,3.6,Yarra City Council
Clifton Hill,2/83 Field St,2,u,792500,S,Jellis,6/10/2018,3068,Northern Metropolitan,2954,3.6,Yarra City Council
Clifton Hill,9/32 The Esplanade,2,u,550000,VB,Jellis,6/10/2018,3068,Northern Metropolitan,2954,3.6,Yarra City Council
Coburg,26 Alice St,2,h,,S,Jellis,6/10/2018,3058,Northern Metropolitan,11204,6.7,Darebin City Council
Coburg,43 Fischer St,3,h,880000,VB,McGrath,6/10/2018,3058,Northern Metropolitan,11204,6.7,Darebin City Council
Coburg,4A Oberon St,2,h,,S,Barry,6/10/2018,3058,Northern Metropolitan,11204,6.7,Darebin City Council
Coburg,30 Shackell St,4,h,1400000,PI,Raine,6/10/2018,3058,Northern Metropolitan,11204,6.7,Darebin City Council
Coburg North,14 Borang St,3,h,,PI,hockingstuart,6/10/2018,3058,Northern Metropolitan,3445,6.7,Darebin City Council
Coburg North,2 Keane St,3,h,950000,VB,Nelson,6/10/2018,3058,Northern Metropolitan,3445,6.7,Darebin City Council
Coburg North,1/27 Livingstone St,3,t,770000,PI,Love,6/10/2018,3058,Northern Metropolitan,3445,6.7,Darebin City Council
Coburg North,12 Williams Rd,3,h,660000,PI,Raine,6/10/2018,3058,Northern Metropolitan,3445,6.7,Darebin City Council
Collingwood,20 Alexander St,2,h,890000,SP,Jellis,6/10/2018,3066,Northern Metropolitan,4553,2,Yarra City Council
Collingwood,80 Sackville St,2,h,770000,S,Jellis,6/10/2018,3066,Northern Metropolitan,4553,2,Yarra City Council
Craigieburn,32 Alexander Cct,2,t,380000,S,HAR,6/10/2018,3064,Northern Metropolitan,15510,20.6,Hume City Council
Craigieburn,26 Blairgowrie Dr,4,h,660000,SP,Barry,6/10/2018,3064,Northern Metropolitan,15510,20.6,Hume City Council
Craigieburn,3 Brio Dr,4,h,600000,S,Ray,6/10/2018,3064,Northern Metropolitan,15510,20.6,Hume City Council
Craigieburn,1 Cranleigh Pl,3,h,480000,SP,Professionals,6/10/2018,3064,Northern Metropolitan,15510,20.6,Hume City Council
Craigieburn,91 Creekbridge St,4,h,657600,S,Ray,6/10/2018,3064,Northern Metropolitan,15510,20.6,Hume City Council
Craigieburn,5A Huntingdale Ct,3,h,380000,S,Ray,6/10/2018,3064,Northern Metropolitan,15510,20.6,Hume City Council
Craigieburn,2 Kirkbride Wy,4,h,573000,S,YPA,6/10/2018,3064,Northern Metropolitan,15510,20.6,Hume City Council
Craigieburn,42 Tusmore Ri,4,h,720000,S,Barry,6/10/2018,3064,Northern Metropolitan,15510,20.6,Hume City Council
Cranbourne,22 Scott St,3,h,540000,VB,Ray,6/10/2018,3977,South-Eastern Metropolitan,7680,34.7,Casey City Council
Cranbourne West,22 Ranfurlie Bvd,4,h,,PI,Biggin,6/10/2018,3977,South-Eastern Metropolitan,4939,34.7,Casey City Council
Cremorne,801/140 Swan St,2,u,911000,S,RT,6/10/2018,3121,Northern Metropolitan,1123,2.4,Yarra City Council
Croydon North,6 Primrose Rd,6,h,,PI,Barry,6/10/2018,3136,Eastern Metropolitan,2985,23,Maroondah City Council
Croydon South,39 Blazey Rd,6,h,,SN,Ray,6/10/2018,3136,Eastern Metropolitan,1863,23,Maroondah City Council
Dallas,180 Blair St,3,h,,VB,Brad,6/10/2018,3047,Northern Metropolitan,2246,14,Hume City Council
Dallas,20 Millewa Cr,3,h,542000,SP,O'Brien,6/10/2018,3047,Northern Metropolitan,2246,14,Hume City Council
Dandenong North,52 First Av,3,h,,PI,Upside,6/10/2018,3175,South-Eastern Metropolitan,8322,24.7,Greater Dandenong City Council
Deepdene,1/9 Bennett St,3,t,,SP,RW,6/10/2018,3103,Southern Metropolitan,892,7.9,Boroondara City Council
Deer Park,40 Cavendish Dr,3,h,590000,PI,Biggin,6/10/2018,3023,Western Metropolitan,6388,14.8,Brimbank City Council
Deer Park,43 Poole St,3,h,,PI,Bells,6/10/2018,3023,Western Metropolitan,6388,14.8,Brimbank City Council
Delahey,14 Marlock Wy,3,h,510000,S,Barry,6/10/2018,3037,Western Metropolitan,2898,18,Brimbank City Council
Delahey,5 McNicholl Wy,3,h,500000,SP,O'Brien,6/10/2018,3037,Western Metropolitan,2898,18,Brimbank City Council
Diamond Creek,7 Valley Ct,3,h,800000,PI,Nelson,6/10/2018,3089,Northern Victoria,4258,21.8,Nillumbik Shire Council
Dingley Village,3 Golfwood Cl,4,h,842000,SP,O'Brien,6/10/2018,3172,South-Eastern Metropolitan,3940,22.2,Kingston City Council
Dingley Village,66 Golfwood Cl,4,h,1150000,SP,Buxton,6/10/2018,3172,South-Eastern Metropolitan,3940,22.2,Kingston City Council
Dingley Village,7 Harry Ct,3,t,825000,S,Buxton,6/10/2018,3172,South-Eastern Metropolitan,3940,22.2,Kingston City Council
Doncaster,3/314 George St,2,t,,PI,Ray,6/10/2018,3108,Eastern Metropolitan,9028,12.4,Manningham City Council
Doncaster,22 High St,3,t,750000,PI,Woodards,6/10/2018,3108,Eastern Metropolitan,9028,12.4,Manningham City Council
Doncaster,25 Highview Dr,4,h,,SP,Parkes,6/10/2018,3108,Eastern Metropolitan,9028,12.4,Manningham City Council
Doncaster,5/5 Hill Ct,4,t,,PI,Biggin,6/10/2018,3108,Eastern Metropolitan,9028,12.4,Manningham City Council
Doncaster,2 Lansell Dr,5,h,,SN,RW,6/10/2018,3108,Eastern Metropolitan,9028,12.4,Manningham City Council
Doncaster,6 Meadowbank Av,4,h,1280000,S,Jellis,6/10/2018,3108,Eastern Metropolitan,9028,12.4,Manningham City Council
Doncaster,1 Zander Ct,3,h,,S,Fletchers,6/10/2018,3108,Eastern Metropolitan,9028,12.4,Manningham City Council
Doncaster East,7A Hawk St,4,h,,PI,Parkes,6/10/2018,3109,Eastern Metropolitan,10999,14.3,Manningham City Council
Doncaster East,2/16 Maxia Rd,4,t,1165000,S,Barry,6/10/2018,3109,Eastern Metropolitan,10999,14.3,Manningham City Council
Donvale,8 Era Ct,4,h,,SP,Barry,6/10/2018,3111,Eastern Metropolitan,4790,16.1,Manningham City Council
Donvale,3/31 Leslie St,4,h,877000,S,Fletchers/Jellis,6/10/2018,3111,Eastern Metropolitan,4790,16.1,Manningham City Council
Doreen,7 Currumbin Rd,3,h,,PI,HAR,6/10/2018,3754,Northern Victoria,7254,25.9,Nillumbik Shire Council
Doreen,15 Lanner Wy,4,h,540000,S,Ray,6/10/2018,3754,Northern Victoria,7254,25.9,Nillumbik Shire Council
East Melbourne,140 Simpson St,3,h,2270000,S,Kay,6/10/2018,3002,Northern Metropolitan,3040,1.3,Melbourne City Council
Edithvale,97 Rae Av,3,h,1103000,SP,O'Brien,6/10/2018,3196,South-Eastern Metropolitan,2546,27,Kingston City Council
Elsternwick,6 Brentani Av,4,h,2200000,VB,Marshall,6/10/2018,3185,Southern Metropolitan,4898,7.2,Glen Eira City Council
Elsternwick,2/231 Glen Huntly Rd,2,u,615000,S,Biggin,6/10/2018,3185,Southern Metropolitan,4898,7.2,Glen Eira City Council
Elsternwick,3/96 Orrong Rd,2,u,915000,S,Biggin,6/10/2018,3185,Southern Metropolitan,4898,7.2,Glen Eira City Council
Elsternwick,44 Victoria St,4,h,,VB,Marshall,6/10/2018,3185,Southern Metropolitan,4898,7.2,Glen Eira City Council
Eltham,2 Christine Av,4,h,870000,VB,Jellis,6/10/2018,3095,Eastern Metropolitan,6990,18,Banyule City Council
Eltham,142 Napoleon St,4,h,1005000,S,Jellis,6/10/2018,3095,Eastern Metropolitan,6990,18,Banyule City Council
Elwood,4/445 St Kilda St,2,u,623000,SP,Wilson,6/10/2018,3184,Southern Metropolitan,8989,7.2,Port Phillip City Council
Endeavour Hills,22 Granton Av,3,h,,PN,Del,6/10/2018,3802,South-Eastern Metropolitan,8443,28.5,Casey City Council
Epping,5 Axebridge Cct,3,h,,PI,Love,6/10/2018,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council
Epping,15 Baystone Rd,3,h,540000,SP,HAR,6/10/2018,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council
Epping,5 Cadiz Wk,3,t,510000,S,HAR,6/10/2018,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council
Epping,6 Finchley Ct,4,h,,PN,Love,6/10/2018,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council
Epping,55 Hendersons Rd,3,h,600000,S,Ray,6/10/2018,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council
Epping,13 Hickory Pl,3,h,491000,S,Ray,6/10/2018,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council
Epping,11 Knightsbridge Dr,3,h,557500,SA,Ray,6/10/2018,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council
Epping,14 Martingale Ct,3,h,638000,SP,Love,6/10/2018,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council
Essendon,96 Deakin St,4,h,1750000,VB,Brad,6/10/2018,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council
Essendon,5/992 Mt Alexander Rd,1,u,420000,S,Brad,6/10/2018,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council
Essendon,1/6 Riverview Rd,2,u,812000,S,McDonald,6/10/2018,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council
Fairfield,1/106 Arthur St,2,h,775000,PI,Jellis,6/10/2018,3078,Northern Metropolitan,2970,5.7,Darebin City Council
Fairfield,269 Arthur St,3,h,1200000,VB,Nelson,6/10/2018,3078,Northern Metropolitan,2970,5.7,Darebin City Council
Fairfield,9/361 Heidelberg Rd,1,u,491000,S,Miles,6/10/2018,3078,Northern Metropolitan,2970,5.7,Darebin City Council
Fairfield,36 Langridge St,3,h,1320000,S,McGrath,6/10/2018,3078,Northern Metropolitan,2970,5.7,Darebin City Council
Fairfield,29A Rushall St,3,h,1160000,PI,Love,6/10/2018,3078,Northern Metropolitan,2970,5.7,Darebin City Council
Fawkner,11 Esther Ct,5,h,,SP,Ray,6/10/2018,3060,Northern Metropolitan,5070,13.1,Hume City Council
Fawkner,13 Jukes Rd,4,h,,PI,Ray,6/10/2018,3060,Northern Metropolitan,5070,13.1,Hume City Council
Fawkner,1/10 Percy St,3,h,535000,S,Ray,6/10/2018,3060,Northern Metropolitan,5070,13.1,Hume City Council
Fawkner,5 Wroxham Ct,4,h,930000,VB,Nelson,6/10/2018,3060,Northern Metropolitan,5070,13.1,Hume City Council
Ferntree Gully,18 Perra St,3,h,600000,SP,Harcourts,6/10/2018,3156,Eastern Metropolitan,10788,24.8,Knox City Council
Fitzroy,2/56 Leicester St,2,u,800000,SP,Jellis,6/10/2018,3065,Northern Metropolitan,5825,2.1,Yarra City Council
Fitzroy North,3/91 Clauscen St,2,h,,SP,Collins,6/10/2018,3068,Northern Metropolitan,6244,3.6,Moreland City Council
Fitzroy North,4 Liverpool St,3,h,1550000,PI,Nicholson,6/10/2018,3068,Northern Metropolitan,6244,3.6,Moreland City Council
Flemington,7/30 Bryant St,1,u,310000,SP,Nelson,6/10/2018,3031,Northern Metropolitan,3593,3.4,Melbourne City Council
Footscray,1018/18 Albert St,2,u,,PI,Woodards,6/10/2018,3011,Western Metropolitan,7570,5.1,Maribyrnong City Council
Footscray,2 Smith Cr,4,h,1445000,S,Brad,6/10/2018,3011,Western Metropolitan,7570,5.1,Maribyrnong City Council
Footscray,16 Southampton St,3,h,960000,SP,Sweeney,6/10/2018,3011,Western Metropolitan,7570,5.1,Maribyrnong City Council
Footscray,65 Swan St,3,h,,PI,Compton,6/10/2018,3011,Western Metropolitan,7570,5.1,Maribyrnong City Council
Footscray,12 White St,4,h,1030000,PI,Jas,6/10/2018,3011,Western Metropolitan,7570,5.1,Maribyrnong City Council
Footscray,58 Whitehall St,3,h,1200000,PI,Nguyen,6/10/2018,3011,Western Metropolitan,7570,5.1,Maribyrnong City Council
Forest Hill,2 Fletcher St,3,h,950000,VB,Fletchers,6/10/2018,3131,Eastern Metropolitan,4385,15.4,Whitehorse City Council
Forest Hill,534 Springvale Rd,3,h,850000,VB,Noel,6/10/2018,3131,Eastern Metropolitan,4385,15.4,Whitehorse City Council
Frankston,48 Ashleigh Av,3,h,482500,SA,Ray,6/10/2018,3199,South-Eastern Metropolitan,17055,38,Frankston City Council
Frankston,6 Escabon Gr,3,h,540000,SA,Ray,6/10/2018,3199,South-Eastern Metropolitan,17055,38,Frankston City Council
Frankston,7 Lawrey St,3,h,580000,VB,O'Brien,6/10/2018,3199,South-Eastern Metropolitan,17055,38,Frankston City Council
Frankston,6 Owen Cl,3,h,445000,VB,Aquire,6/10/2018,3199,South-Eastern Metropolitan,17055,38,Frankston City Council
Frankston,10 Towerhill Rd,3,h,550000,VB,Alex,6/10/2018,3199,South-Eastern Metropolitan,17055,38,Frankston City Council
Frankston,22 Towerhill Rd,3,h,,SP,Aquire,6/10/2018,3199,South-Eastern Metropolitan,17055,38,Frankston City Council
Gladstone Park,22 Wiltshire Rd,4,h,620000,PI,YPA,6/10/2018,3043,Western Metropolitan,3285,12.9,Hume City Council
Glen Iris,5/46 Maitland St,2,u,610500,S,Jellis,6/10/2018,3146,Southern Metropolitan,10412,7.3,Boroondara City Council
Glen Iris,11a Parkin St,2,h,,PI,Marshall,6/10/2018,3146,Southern Metropolitan,10412,7.3,Boroondara City Council
Glen Iris,21 Parkin St,3,h,1600000,PI,Noel,6/10/2018,3146,Southern Metropolitan,10412,7.3,Boroondara City Council
Glen Waverley,27 Canova Dr,4,h,1248000,S,Harcourts,6/10/2018,3150,Eastern Metropolitan,15321,16.7,Monash City Council
Glen Waverley,2/27 Crocus Cr,4,t,,PI,Biggin,6/10/2018,3150,Eastern Metropolitan,15321,16.7,Monash City Council
Glen Waverley,31 Gyton Av,3,h,,PI,Harcourts,6/10/2018,3150,Eastern Metropolitan,15321,16.7,Monash City Council
Glen Waverley,16 Monterey Av,3,h,,PI,Ray,6/10/2018,3150,Eastern Metropolitan,15321,16.7,Monash City Council
Glen Waverley,25 Norfolk St,5,h,1100080,SP,Harcourts,6/10/2018,3150,Eastern Metropolitan,15321,16.7,Monash City Council
Glen Waverley,3/64 Willow Av,2,u,,PI,Harcourts,6/10/2018,3150,Eastern Metropolitan,15321,16.7,Monash City Council
Glenroy,2A Corio St,3,h,625000,S,Stockdale,6/10/2018,3046,Northern Metropolitan,8870,11.2,Moreland City Council
Glenroy,19 Farview St,3,h,906000,S,Walshe,6/10/2018,3046,Northern Metropolitan,8870,11.2,Moreland City Council
Glenroy,4/11 Grandview St,2,u,,SP,YPA,6/10/2018,3046,Northern Metropolitan,8870,11.2,Moreland City Council
Glenroy,71 Morell St,3,h,535000,S,RW,6/10/2018,3046,Northern Metropolitan,8870,11.2,Moreland City Council
Glenroy,104 Outlook Dr,3,h,,PI,Barry,6/10/2018,3046,Northern Metropolitan,8870,11.2,Moreland City Council
Glenroy,2/12 Tarana Av,3,t,,PI,Brad,6/10/2018,3046,Northern Metropolitan,8870,11.2,Moreland City Council
Greensborough,22 Carinya Rd,5,h,,PI,Darren,6/10/2018,3088,Northern Metropolitan,8524,16.1,Banyule City Council
Greensborough,5 Erang Cl,3,h,750000,VB,Morrison,6/10/2018,3088,Northern Metropolitan,8524,16.1,Banyule City Council
Greensborough,15 Victoria St,2,h,608000,S,Darren,6/10/2018,3088,Northern Metropolitan,8524,16.1,Banyule City Council
Greenvale,6 Firenze Rd,4,h,715000,SP,Barry,6/10/2018,3059,Northern Metropolitan,4864,20.4,Hume City Council
Greenvale,9 Knapdale Ct,4,h,,SN,Stockdale,6/10/2018,3059,Northern Metropolitan,4864,20.4,Hume City Council
Greenvale,13 Queensferry Pl,5,h,1600000,SP,Barry,6/10/2018,3059,Northern Metropolitan,4864,20.4,Hume City Council
Hadfield,60 West St,3,h,,PI,Barry,6/10/2018,3046,Northern Metropolitan,2606,11.2,Moreland City Council
Hampton East,6 Parkview Cr,3,h,1180000,SP,Buxton,6/10/2018,3188,Southern Metropolitan,2356,13.8,Bayside City Council
Hawthorn,4/63 Evansdale Rd,2,u,701000,S,Greg,6/10/2018,3122,Southern Metropolitan,11308,5.3,Boroondara City Council
Hawthorn,305/39 Riversdale Rd,2,u,,S,hockingstuart,6/10/2018,3122,Southern Metropolitan,11308,5.3,Boroondara City Council
Hawthorn,55 Swinburne Av,3,h,2165000,S,Bekdon,6/10/2018,3122,Southern Metropolitan,11308,5.3,Boroondara City Council
Hawthorn East,1/840 Toorak Rd,2,u,652000,S,Jellis,6/10/2018,3123,Southern Metropolitan,6482,6.2,Boroondara City Council
Heathmont,14 Balfour Av,4,h,,SP,Barry,6/10/2018,3135,Eastern Metropolitan,3794,21.3,Maroondah City Council
Heathmont,36 Tagell Rd,4,h,,SP,Barry,6/10/2018,3135,Eastern Metropolitan,3794,21.3,Maroondah City Council
Heidelberg,3/53 Yarra St,2,u,610000,S,Biggin,6/10/2018,3084,Eastern Metropolitan,2890,8.9,Banyule City Council
